Text,Label
"Selling a Honda Civic 2008 for parts. The car is not running and has engine damage. Message me if interested.", 1
"Prodavam Opel Astra za delovi. Kolata ima problemi so motorot i ne e vozliva.", 1
"Продавам Фолксваген Пасат за делови. Колата има удари на шасијата и моторот не работи.", 1
"Toyota Corolla for parts only. Front-end damage from an accident. Engine and transmission are intact.", 1
"Kolata e crashnata, Golf 4 za delovi. Cena po dogovor.", 1
"Се продава Audi A4 за делови. Колата има оштетувања од сообраќајка.", 1
"Damaged BMW X5 for parts. Rear-end collision, some body panels and the engine are still good.", 1
"Mazda 6 na prodazhba za delovi. Zadniot del e udaren, motorot e vo red.", 1
"Продавам Renault Megane. Има сериозни механички проблеми и се продава само за делови.", 1
"Selling a Jeep Grand Cherokee for parts. Vehicle is not drivable due to transmission failure.", 1
"Selling a damaged Ford Fiesta for parts. Engine and gearbox are broken.", 1
"Продавам BMW E46 за делови. Колата има оштетувања на предниот дел.", 1
"Toyota Yaris for sale, only for parts. The car is not drivable.", 1
"Prodavam Nissan Qashqai za delovi. Motorot e komplet neispraven.", 1
"Damaged VW Golf 6, selling as parts only. Rear axle is broken.", 1
"Се продава Opel Corsa. Колата е удрена и се продава само за делови.", 1
"Chevrolet Cruze for parts. The vehicle has severe water damage.", 1
"Kolata e totalno udarena, Citroen C4 za delovi.", 1
"Продавам Skoda Octavia. Моторот не работи, се продава за делови.", 1
"Honda Accord for sale as parts. The car has a broken transmission.", 1
"Prodavam Ford Mondeo za delovi. Kolata ima problemi so zadnata oska.", 1
"Selling a Peugeot 206 for parts. Accident damage to the front end.", 1
"Се продава Hyundai Elantra за делови. Колата не пали.", 1
"Damaged Kia Sportage, selling for parts only. The engine is seized.", 1
"Kolata ima ognoshte, Renault Clio za delovi.", 1
"Продавам Mazda 3. Удриена во сообраќајка, само за делови.", 1
"Selling a Volvo S60 for parts. Significant damage to the rear end.", 1
"Prodavam Audi Q7 za delovi. Sistemot na kocenje ne funkcionira.", 1
"Chevrolet Aveo for parts. Electrical issues make it undrivable.", 1
"Се продава Dacia Duster за делови. Колата е сериозно оштетена.", 1
"Damaged Subaru Forester for sale as parts. Suspension is ruined.", 1
"Prodavam Suzuki Swift za delovi. Motorot e vo losa sostojba.", 1
"Продавам Fiat Punto. Предниот дел е скршен, се продава за делови.", 1
"Selling a Mercedes-Benz C-Class for parts. Front-end collision damage.", 1
"Kolata ima problem so elektrika, VW Passat za delovi.", 1
"Се продава Honda Civic. Моторот не работи, продавање само за делови.", 1
"Damaged Jeep Wrangler, selling for parts only. Rear axle is bent.", 1
"Prodavam Kia Rio za delovi. Zadniot del e totalno skrsen.", 1
"Продавам Nissan Micra. Има проблеми со моторот, само за делови.", 1
"Selling a Toyota Hilux for parts. The chassis is heavily corroded.", 1
"Kolata ima mnogu udari, Skoda Fabia za delovi.", 1
"Се продава Peugeot 307. Задниот дел е тотално уништен.", 1
"Damaged Ford Ranger, selling as parts only. Engine has severe wear.", 1
"Prodavam Hyundai i30 za delovi. Kolata ne e vo vozna sostojba.", 1
"Продавам Chevrolet Spark. Има проблеми со електрониката.", 1
"Selling a Mazda CX-5 for parts. The transmission has failed.", 1
"Kolata ne pali, Opel Astra za delovi.", 1
"Се продава Mitsubishi Lancer за делови. Предниот дел е оштетен.", 1
"Damaged VW Tiguan for parts. The suspension and drivetrain are broken.", 1
"Prodavam Citroen C3 za delovi. Ima problemi so motorot.", 1
"Продавам Renault Laguna. Колата е удрена од страна.", 1
"Selling a Suzuki Vitara for parts. Accident damage to the front axle.", 1
"Kolata e serizno osteena, Peugeot 208 za delovi.", 1
"Се продава Audi A6 за делови. Моторот и менувачот се оштетени.", 1
"Damaged Honda Fit for parts. The car is not roadworthy.", 1
"Prodavam Fiat Bravo za delovi. Problemi so elektronika.", 1
"Продавам Toyota Prius. Колата е удрена од задната страна.", 1
"Selling a Nissan Juke for parts. The engine has a cracked block.", 1
"Kolata ima mnogu problemi, Skoda Rapid za delovi.", 1
"Се продава Volvo XC60 за делови. Колата не е во возна состојба.", 1
"Damaged Ford Focus, selling as parts only. Front suspension is ruined.", 1
"Prodavam Mazda 2 za delovi. Kolata ima problem so kocenjeto.", 1
"Продавам Hyundai Santa Fe. Има сериозни оштетувања на моторот.", 1
"Selling a Jeep Compass for parts. The car has severe hail damage.", 1
"Kolata e totalno nevoziva, Citroen Berlingo za delovi.", 1
"Се продава Opel Insignia. Моторот е сериозно оштетен.", 1
"Damaged VW Polo for sale as parts. Front bumper and radiator damaged.", 1
"Prodavam Renault Kadjar za delovi. Zadniot del e vo losa sostojba.", 1
"Продавам Chevrolet Malibu. Колата не пали и се продава за делови.", 1
"Selling a Subaru Outback for parts. Front-end accident damage.", 1
"Kolata ne e vo funkcija, Toyota Auris za delovi.", 1
"Се продава Honda HR-V за делови. Задниот дел е скршен.", 1
"Damaged Kia Optima, selling for parts only. Electrical system failure.", 1
"Prodavam VW Passat B7 za delovi. Motorot ne raboti.", 1
"Продавам Nissan X-Trail. Има механички оштетувања.", 1
"Selling a Toyota Land Cruiser for parts. Rear differential is broken.", 1
"Kolata e udarena, Skoda Superb za delovi.", 1
"Се продава Peugeot Partner. Колата има проблеми со моторот.", 1
"Damaged Audi A3 for parts. Transmission and clutch are not working.", 1
"Prodavam Fiat Doblo za delovi. Predniot del e osteen.", 1
"Продавам Mitsubishi ASX. Колата не е во возна состојба.", 1
"Selling a Honda CR-V for parts. Major rust damage to the body.", 1
"Kolata ima problem so sistemot na gorivo, Renault Scenic za delovi.", 1
"Се продава VW Golf 5 за делови. Задниот дел е целосно оштетен.", 1
"Damaged Ford Ecosport, selling as parts only. Engine is seized.", 1
"Prodavam Nissan Navara za delovi. Ima problemi so menjacot.", 1
"Продавам Suzuki Alto. Моторот е скршен и не работи.", 1
"Selling a Chevrolet Trailblazer for parts. Accident damage to the front.", 1
"Kolata e nevoziva, Opel Zafira za delovi.", 1
"Се продава Skoda Kodiaq за делови. Колата има оштетувања на моторот.", 1
"Damaged VW Touran for sale as parts. Transmission is completely broken.", 1
"Prodavam Citroen DS3 za delovi. Ima problemi so sistemot za kocenje.", 1
"Продавам Renault Captur. Задниот дел е удрен.", 1
"Selling a Toyota Tacoma for parts. Severe frame rust.", 1
"Kolata ima ognoshte, Peugeot 2008 za delovi.", 1
"Се продава Audi TT за делови. Колата не пали.", 1
"Damaged Jeep Liberty for parts. Front differential is broken.", 1
"Prodavam Fiat Panda za delovi. Kolata ima problemi so elektrika.", 1
"Продавам Hyundai Tucson. Има проблеми со моторот и не е возна.", 1
"Selling a perfectly working Honda Civic 2010. No issues at all.", 0
"Prodavam Opel Astra vo odlichna sostojba. Se e ispravno.", 0
"Продавам Фолксваген Пасат. Колата е во одлична состојба.", 0
"Toyota Corolla for sale, everything works perfectly.", 0
"Kolata e vo super sostojba, Golf 5, motor i menjach top.", 0
"Се продава Audi A4. Се е во ред и колата е подготвена за возење.", 0
"Chevrolet Cruze, fully functional and ready to drive.", 0
"Kolata e ispravna, Citroen C4 vo top sostojba.", 0
"Продавам Skoda Octavia. Се е исправно, нема никакви проблеми.", 0
"Honda Accord, no issues, runs perfectly.", 0
"Prodavam Ford Mondeo. Kolata e vo ispravna sostojba, motor odlichen.", 0
"Selling a Peugeot 206 in great condition. No accidents, no issues.", 0
"Се продава Hyundai Elantra. Колата е во перфектна состојба.", 0
"Kia Sportage, no issues, ready for registration and driving.", 0
"Kolata e super, Renault Clio vo odlichna forma.", 0
"Продавам Mazda 3. Колата е целосно исправна.", 0
"Volvo S60 for sale, no problems, well-maintained vehicle.", 0
"Prodavam Audi Q7, vo perfekcija. Sistemot na se raboti.", 0
"Chevrolet Aveo vo odlichna sostojba, nema problemi.", 0
"Се продава Dacia Duster. Се работи совршено.", 0
"Subaru Forester, fully functional, in excellent condition.", 0
"Prodavam Suzuki Swift vo top sostojba, sve funkcionira.", 0
"Продавам Fiat Punto. Колата е перфектна за возење.", 0
"Mercedes-Benz C-Class, ready to drive. All systems working perfectly.", 0
"Kolata e vo super sostojba, VW Passat, bez problemi.", 0
"Се продава Honda Civic. Колата е во перфектна состојба.", 0
"Jeep Wrangler, no issues, runs smoothly.", 0
"Prodavam Kia Rio, sve funkcionira, motor top.", 0
"Продавам Nissan Micra. Нема никакви проблеми.", 0
"Toyota Hilux, great working condition, no repairs needed.", 0
"Kolata e ispravna, Skoda Fabia, motor vo odlichna sostojba.", 0
"Се продава Peugeot 307. Колата е комплетно исправна.", 0
"Ford Ranger, fully operational, runs like new.", 0
"Prodavam Hyundai i30, nema nikakvi problemi.", 0
"Продавам Chevrolet Spark. Се е исправно и функционално.", 0
"Mazda CX-5, in perfect condition, well-maintained.", 0
"Kolata e vo perfekcija, Opel Astra, spremna za vozene.", 0
"Се продава Mitsubishi Lancer. Нема никакви проблеми.", 0
"VW Tiguan, fully functional and in excellent shape.", 0
"Prodavam Citroen C3 vo odlichna sostojba, motor super.", 0
"Продавам Renault Laguna. Колата е целосно исправна.", 0
"Suzuki Vitara, runs perfectly, no issues.", 0
"Kolata e vo odlichna sostojba, Peugeot 208.", 0
"Се продава Audi A6. Колата е во одлична состојба.", 0
"Honda Fit, no mechanical issues, ready for driving.", 0
"Prodavam Fiat Bravo vo top sostojba, bez problemi.", 0
"Продавам Toyota Prius. Совршена состојба.", 0
"Nissan Juke, great condition, no repairs needed.", 0
"Kolata e vo odlichna forma, Skoda Rapid.", 0
"Се продава Volvo XC60. Нема никакви проблеми.", 0
"Ford Focus, no issues, ready for registration.", 0
"Prodavam Mazda 2, nema nikakvi kvarovi, sve e vo red.", 0
"Продавам Hyundai Santa Fe. Колата е совршена за возење.", 0
"Jeep Compass, fully operational, no problems.", 0
"Kolata e spremna za vozene, Citroen Berlingo, nema problemi.", 0
"Се продава Opel Insignia. Се функционира перфектно.", 0
"VW Polo, no issues, well-maintained and ready to drive.", 0
"Prodavam Renault Kadjar, se vo odlichna forma.", 0
"Продавам Chevrolet Malibu. Се е исправно и функционално.", 0
"Subaru Outback, runs perfectly, no issues at all.", 0
"Kolata nema nikakvi problemi, Toyota Auris, vo top forma.", 0
"Се продава Honda HR-V. Нема никакви проблеми.", 0
"Kia Optima, perfect condition, no repairs needed.", 0
"Prodavam VW Passat B7, sve raboti, motor i menjach top.", 0
"Продавам Nissan X-Trail. Совршена состојба.", 0
"Toyota Land Cruiser, fully functional, no rust or issues.", 0
"Kolata e vo odlichna sostojba, Skoda Superb.", 0
"Се продава Peugeot Partner. Колата е во совршена состојба.", 0
"Audi A3, no issues, ready for driving and registration.", 0
"Prodavam Fiat Doblo, se e vo red, motor super.", 0
"Продавам Mitsubishi ASX. Колата е целосно функционална.", 0
"Honda CR-V, great condition, no mechanical problems.", 0
"Kolata e vo perfekcija, Renault Scenic, sve e top.", 0
"Се продава VW Golf 5. Се е исправно и функционално.", 0
"Ford Ecosport, fully operational, no issues.", 0
"Prodavam Nissan Navara, motor i menjach super.", 0
"Продавам Suzuki Alto. Нема никакви механички проблеми.", 0
"Chevrolet Trailblazer, in excellent condition, no issues.", 0
"Kolata e vo super sostojba, Opel Zafira, nema kvarovi.", 0
"Се продава Skoda Kodiaq. Колата е комплетно исправна.", 0
"VW Touran, no mechanical issues, runs like new.", 0
"Prodavam Citroen DS3, sve e vo red, motor top.", 0
"Продавам Renault Captur. Колата е во перфектна состојба.", 0
"Toyota Tacoma, excellent condition, no rust or damages.", 0
"Kolata e vo odlichna sostojba, Peugeot 2008, sve e ok.", 0
"Се продава Audi TT. Совршена состојба.", 0
"Jeep Liberty, no issues, ready to drive.", 0
"Prodavam Fiat Panda, sve funkcionira, motor super.", 0
"Продавам Hyundai Tucson. Колата е целосно функционална.", 0
"Selling a Ford Fiesta 2015, no issues, in perfect condition.", 0
"Prodavam Renault Twingo, motor i menjach super, nema problemi.", 0
"Продавам Peugeot 308. Колата е комплетно исправна.", 0
"Fully functional Toyota Camry, ready to drive. No problems at all.", 0
"Kolata e vo super sostojba, Audi A3, sve funkcionira.", 0
"Се продава Hyundai Kona. Нема никакви дефекти.", 0
"Kia Picanto for sale, no mechanical or electrical issues.", 0
"Prodavam Skoda Rapid, vo odlichna sostojba, sve e top.", 0
"Продавам Opel Zafira. Се е исправно и моторот работи одлично.", 0
"Chevrolet Tahoe, no issues, runs smoothly and reliably.", 0
"Selling a Lexus RX350 in perfect working condition.", 0
"Prodavam VW Golf 7. Sve funkcionira, nema nikakvi kvarovi.", 0
"Продавам Citroen C1. Моторот и менувачот се перфектни.", 0
"BMW X3 for sale, no issues, fully functional vehicle.", 0
"Kolata e vo perfekcija, Renault Clio, motor i menjach top.", 0
"Се продава Honda Jazz. Колата е во перфектна состојба.", 0
"Ford Fusion in excellent condition. No problems reported.", 0
"Prodavam Nissan Note, komplet ispraven, spremna za vozenje.", 0
"Продавам Skoda Yeti. Колата е подготвена за регистрација.", 0
"Selling a Subaru Impreza, no issues, runs like new.", 0
"Kolata nema problemi, Toyota Avensis vo top sostojba.", 0
"Се продава Mitsubishi Pajero. Се функционира совршено.", 0
"Honda Pilot for sale, no mechanical or cosmetic issues.", 0
"Prodavam Peugeot 2008, motor i menjach super, nema kvarovi.", 0
"Продавам Hyundai i20. Одлична состојба, нема никакви проблеми.", 0
"Fully working Tesla Model 3, excellent battery condition.", 0
"Kolata e vo super forma, VW Tiguan, se e ispravno.", 0
"Се продава Fiat Tipo. Совршена состојба, подготвена за возење.", 0
"Mercedes-Benz GLC300 for sale, in perfect condition.", 0
"Prodavam Dacia Logan, sve raboti, spremna za registracija.", 0
"Продавам Suzuki S-Cross. Нема никакви проблеми, колата е нова.", 0
"Selling a Land Rover Discovery, fully operational.", 0
"Kolata e top, Audi Q3, nema nikakvi defekti.", 0
"Се продава Seat Ibiza. Се функционира беспрекорно.", 0
"Kia Ceed for sale, perfect condition, no issues.", 0
"Prodavam Mazda CX-3, nema nikakvi kvarovi, sve funkcionira.", 0
"Продавам Renault Zoe. Колата е во совршена состојба.", 0
"Selling a perfectly working Volvo V90, ready for the road.", 0
"Kolata e komplet ispravna, Opel Corsa, motor super.", 0
"Се продава Nissan Leaf. Нема никакви проблеми.", 0
"Damaged Ford Fiesta 2013, selling for parts. Engine failure.", 1
"Prodavam Renault Clio za delovi. Kolata e udrena od zadnata strana.", 1
"Продавам Peugeot 308. Колата е оштетена и не е возна.", 1
"Toyota Camry for parts, significant front-end collision damage.", 1
"Kolata ima problem so menjachot, Audi A3, se prodava za delovi.", 1
"Се продава Hyundai Kona. Колата има оштетувања на моторот.", 1
"Kia Picanto, damaged in an accident, selling for parts.", 1
"Prodavam Skoda Rapid. Zadniot del e osteen, motor ne pali.", 1
"Продавам Opel Zafira. Моторот не работи, се продава за делови.", 1
"Chevrolet Tahoe, damaged suspension, not drivable.", 1
"Selling a Lexus RX350 for parts. Transmission failure.", 1
"Prodavam VW Golf 7. Kolata ima predni udari, samo za delovi.", 1
"Продавам Citroen C1. Електрониката не функционира.", 1
"BMW X3, rear-end collision, selling as parts only.", 1
"Kolata e nevoziva, Renault Clio, problem so oska.", 1
"Се продава Honda Jazz. Колата има дефекти на моторот.", 1
"Ford Fusion, totaled in an accident, only for parts.", 1
"Prodavam Nissan Note. Motorot ne pali, menuvachot e osteen.", 1
"Продавам Skoda Yeti. Колата е удрена од страната.", 1
"Selling a Subaru Impreza for parts. Engine block is cracked.", 1
"Kolata ima predni osteetuvanja, Toyota Avensis, samo za delovi.", 1
"Се продава Mitsubishi Pajero. Колата е оштетена во сообраќајка.", 1
"Honda Pilot, broken transmission, selling for parts only.", 1
"Prodavam Peugeot 2008, zadniot del totalno skrsen.", 1
"Продавам Hyundai i20. Проблем со моторот, само за делови.", 1
"Tesla Model 3, damaged battery, not drivable.", 1
"Kolata e totalno nevoziva, VW Tiguan, motor problem.", 1
"Се продава Fiat Tipo. Колата е удрена од предната страна.", 1
"Mercedes-Benz GLC300, accident damage, selling as parts.", 1
"Prodavam Dacia Logan. Kolata ima problem so sistemot za gorivo.", 1
"Продавам Suzuki S-Cross. Колата има проблеми со моторот.", 1
"Selling a Land Rover Discovery for parts. Chassis damage.", 1
"Kolata e osteena, Audi Q3, sistemot na kocenje ne raboti.", 1
"Се продава Seat Ibiza. Задниот дел е скршен.", 1
"Kia Ceed, totaled in an accident, not drivable.", 1
"Prodavam Mazda CX-3, motorot ne raboti, samo za delovi.", 1
"Продавам Renault Zoe. Колата е сериозно оштетена.", 1
"Selling a damaged Volvo V90, not functional.", 1
"Kolata ima problem so menjachot, Opel Corsa, se prodava za delovi.", 1
"Се продава Nissan Leaf. Колата има оштетувања од пожар.", 1
"BMW 5 Series for sale, perfectly working, no damage.", 0
"Prodavam Mitsubishi Outlander, vo odlichna sostojba, sve funkcionira.", 0
"Продавам Fiat 500X. Нема никакви дефекти.", 0
"Chevrolet Volt, fully functional, great condition.", 0
"Kolata e vo top sostojba, Toyota Prius, nema nikakvi kvarovi.", 0
"Се продава Nissan Qashqai. Колата е комплетно исправна.", 0
"Fully operational Hyundai Tucson, no issues, ready for driving.", 0
"Prodavam Peugeot 3008, vo perfekcija, sve raboti kako nov.", 0
"Продавам Audi A4. Колата е во совршена состојба.", 0
"Honda HR-V, no issues, runs smoothly and reliably.", 0
"Kolata e kompletno ispravna, Renault Kadjar, motor top.", 0
"Се продава Suzuki Vitara. Нема никакви механички проблеми.", 0
"Ford Mustang for sale, no issues, ready for registration.", 0
"Prodavam Opel Mokka, nema kvarovi, motor i menjach vo red.", 0
"Продавам Skoda Karoq. Одлична состојба, подготвена за возење.", 0
"Kia Sportage, everything works perfectly, great condition.", 0
"Kolata nema nikakvi defekti, Toyota Land Cruiser, odlichna forma.", 0
"Се продава Volkswagen Polo. Колата е во беспрекорна состојба.", 0
"Mercedes-Benz C-Class, no problems, runs like new.", 0
"Prodavam Mazda CX-30, sve funkcionira, spremna za registracija.", 0
"Продавам Fiat Panda. Нема никакви проблеми, целосно исправна.", 0
"Chevrolet Equinox, fully functional, ready to drive.", 0
"Kolata e vo odlichna sostojba, Hyundai Kona, motor perfekt.", 0
"Се продава Renault Scenic. Нема никакви оштетувања.", 0
"Fully working Audi Q5, no repairs needed, ready for driving.", 0
"Prodavam Honda CR-V, se vo perfekcija, podgotvena za vozene.", 0
"Продавам Peugeot 5008. Колата е комплетно исправна.", 0
"Ford Edge for sale, no issues, very reliable vehicle.", 0
"Kolata e vo top forma, Dacia Duster, spremna za registracija.", 0
"Се продава BMW X1. Совршена состојба, нема никакви дефекти.", 0
"Kia Sorento, perfect condition, no mechanical issues.", 0
"Prodavam Toyota Corolla, nema nikakvi problemi, sve raboti.", 0
"Продавам Hyundai Elantra. Колата е нова и подготвена за возење.", 0
"Volkswagen Tiguan, fully operational, ready for the road.", 0
"Kolata e komplet ispravna, Renault Megane, motor top sostojba.", 0
"Се продава Nissan Rogue. Нема никакви проблеми.", 0
"Chevrolet Malibu, everything works, ready to drive.", 0
"Prodavam Audi A3, sve funkcionira, nema nikakvi kvarovi.", 0
"Продавам Fiat 500. Колата е нова, без никакви оштетувања.", 0
"Honda Pilot, perfect condition, ready for immediate use.", 0
"Damaged BMW 5 Series, selling for parts. Front-end collision.", 1
"Prodavam Mitsubishi Outlander za delovi. Menjachot ne raboti.", 1
"Продавам Fiat 500X. Колата има механички проблеми.", 1
"Chevrolet Volt, electrical system failure, selling as parts.", 1
"Kolata ima problemi so motorot, Toyota Prius, samo za delovi.", 1
"Се продава Nissan Qashqai. Предниот дел е удрен.", 1
"Hyundai Tucson, damaged in a crash, selling for parts.", 1
"Prodavam Peugeot 3008 za delovi. Elektronika ne raboti.", 1
"Продавам Audi A4. Колата има сериозни механички проблеми.", 1
"Honda HR-V, damaged suspension, not roadworthy.", 1
"Kolata ima problem so menjachot, Renault Kadjar, ne e voziva.", 1
"Се продава Suzuki Vitara. Задниот дел е целосно оштетен.", 1
"Ford Mustang, accident damage, selling as parts only.", 1
"Prodavam Opel Mokka za delovi. Motorot ne pali.", 1
"Продавам Skoda Karoq. Колата има оштетувања од сообраќајка.", 1
"Kia Sportage, heavily damaged, selling as parts.", 1
"Kolata e nevoziva, Toyota Land Cruiser, problem so oska.", 1
"Се продава Volkswagen Polo. Колата има механички дефекти.", 1
"Mercedes-Benz C-Class, totaled in a crash, only for parts.", 1
"Prodavam Mazda CX-30, predniot del e osteen, motor ne raboti.", 1
"Продавам Fiat Panda. Моторот не е во функција.", 1
"Chevrolet Equinox, engine failure, not drivable.", 1
"Kolata e osteena, Hyundai Kona, samo za delovi.", 1
"Се продава Renault Scenic. Колата е удрена од страна.", 1
"Audi Q5, broken transmission, selling for parts.", 1
"Prodavam Honda CR-V za delovi. Kolata ne pali.", 1
"Продавам Peugeot 5008. Моторот има проблеми и не работи.", 1
"Ford Edge, totaled in an accident, not roadworthy.", 1
"Kolata e totalno osteena, Dacia Duster, sistemot ne raboti.", 1
"Се продава BMW X1. Колата има дефекти на менувачот.", 1
"Kia Sorento, severe chassis damage, selling as parts.", 1
