Text,Label
"Prodavam Toyota Corolla za delovi. Kolata ima problem so motorot.", 1
"Продавам Hyundai Elantra. Електрониката не работи.", 1
"Volkswagen Tiguan, rear-end damage, selling for parts only.", 1
"Kolata ne e vo funkcija, Renault Megane, zadniot del osteen.", 1
"Се продава Nissan Rogue. Колата има механички оштетувања.", 1
"Chevrolet Malibu, accident damage, not drivable.", 1
"Prodavam Audi A3 za delovi. Predniot del e totalno osteen.", 1
"Продавам Fiat 500. Задниот дел е скршен, само за делови.", 1
"Honda Pilot, damaged in a crash, selling as parts.", 1
"Toyota RAV4, no issues, runs perfectly, ready for driving.", 0
"Prodavam Opel Meriva, sve funkcionira, podgotvena za registracija.", 0
"Продавам Hyundai Tucson. Колата е нова и целосно исправна.", 0
"Ford Explorer, fully functional, no damage, ready for use.", 0
"Kolata e komplet ispravna, Mazda 6, nema nikakvi kvarovi.", 0
"Се продава Volkswagen Passat. Колата е во беспрекорна состојба.", 0
"Chevrolet Impala, excellent working condition, no issues.", 0
"Prodavam Renault Captur, nema kvarovi, spremna za vozenje.", 0
"Продавам Fiat 124 Spider. Моторот и менувачот се перфектни.", 0
"Honda Odyssey, no issues, well-maintained vehicle.", 0
"Kolata e vo odlichna forma, Audi A6, sve funkcionira.", 0
"Се продава Kia Stinger. Совршена состојба, без дефекти.", 0
"Nissan Pathfinder, perfect condition, no mechanical problems.", 0
"Prodavam Peugeot 207, sve vo red, motor top.", 0
"Продавам Mitsubishi Eclipse Cross. Колата е нова.", 0
"Fully operational Subaru Legacy, no damage, ready to drive.", 0
"Kolata e komplet ispravna, Hyundai Sonata, nema problemi.", 0
"Се продава Honda Civic. Нема никакви проблеми.", 0
"Volkswagen Jetta, no issues, very reliable vehicle.", 0
"Prodavam Toyota CH-R, sve raboti perfektno, podgotvena za vozenje.", 0
"Продавам Skoda Superb. Одлична состојба, нема дефекти.", 0
"Kia Telluride, no repairs needed, excellent working order.", 0
"Kolata e vo top sostojba, Nissan X-Trail, podgotvena za registracija.", 0
"Се продава Ford Fiesta. Колата е комплетно исправна.", 0
"Chevrolet Trailblazer, perfect condition, no issues at all.", 0
"Prodavam Renault Kadjar, sve funkcionira, spremna za vozenje.", 0
"Продавам Audi Q7. Совршена состојба, моторот работи беспрекорно.", 0
"BMW X5 for sale, no issues, ready for immediate use.", 0
"Kolata nema kvarovi, Mazda CX-5, odlichna forma.", 0
"Се продава Suzuki Swift. Нема никакви проблеми, подготвена за возење.", 0
"Toyota Tacoma, great condition, no issues, very reliable.", 0
"Prodavam Hyundai i30, nema nikakvi kvarovi, motor super.", 0
"Продавам Ford Focus. Моторот и менувачот се исправни.", 0
"Volkswagen Polo, everything works perfectly, ready for the road.", 0
"Kolata e kompletno ispravna, Peugeot 308, sve vo red.", 0
"Се продава Nissan Juke. Совршена состојба, подготвена за возење.", 0
"Chevrolet Aveo, no issues, runs like new, very reliable.", 0
"Prodavam Honda Accord, sve raboti, nema nikakvi kvarovi.", 0
"Продавам Renault Talisman. Моторот е перфектен, нема дефекти.", 0
"Fully operational Volvo XC40, excellent working condition.", 0
"Toyota RAV4, front-end collision, selling for parts only.", 1
"Prodavam Opel Meriva za delovi. Kolata ima problem so oska.", 1
"Продавам Hyundai Tucson. Колата има оштетувања од сообраќајка.", 1
"Ford Explorer, totaled in an accident, only for parts.", 1
"Kolata ima mnogu defekti, Mazda 6, nevoziva, samo za delovi.", 1
"Се продава Volkswagen Passat. Предниот дел е оштетен.", 1
"Chevrolet Impala, damaged chassis, selling for parts.", 1
"Prodavam Renault Captur za delovi. Motorot ne pali.", 1
"Продавам Fiat 124 Spider. Колата има проблем со менувачот.", 1
"Honda Odyssey, engine failure, selling as parts only.", 1
"Kolata e osteena, Audi A6, problem so motorot.", 1
"Се продава Kia Stinger. Колата е оштетена во сообраќајка.", 1
"Nissan Pathfinder, totaled, selling for parts only.", 1
"Prodavam Peugeot 207 za delovi. Zaden del totalno osteen.", 1
"Продавам Mitsubishi Eclipse Cross. Проблеми со електрониката.", 1
"Subaru Legacy, broken suspension, not drivable.", 1
"Kolata ima defekt, Hyundai Sonata, samo za delovi.", 1
"Се продава Honda Civic. Моторот има сериозни дефекти.", 1
"Volkswagen Jetta, rear-end damage, selling as parts.", 1
"Prodavam Toyota CH-R za delovi. Nevoziva e.", 1
"Продавам Skoda Superb. Колата е оштетена од пожар.", 1
"Kia Telluride, engine failure, selling for parts only.", 1
"Kolata ima problemi, Nissan X-Trail, menuvachot ne raboti.", 1
"Се продава Ford Fiesta. Задниот дел е целосно оштетен.", 1
"Chevrolet Trailblazer, damaged from flooding, not functional.", 1
"Prodavam Renault Kadjar, problem so sistemot na kocenje.", 1
"Продавам Audi Q7. Моторот не работи, само за делови.", 1
"BMW X5, accident damage, not drivable.", 1
"Kolata ima problem so elektronika, Mazda CX-5, samo za delovi.", 1
"Се продава Suzuki Swift. Предниот дел е скршен.", 1
"Toyota Tacoma, heavily damaged, selling for parts only.", 1
"Prodavam Hyundai i30, motorot ne raboti, samo za delovi.", 1
"Продавам Ford Focus. Колата е оштетена и не е возна.", 1
"Volkswagen Polo, accident damage, selling as parts only.", 1
"Kolata ima osteetuvanja, Peugeot 308, nevoziva e.", 1
"Се продава Nissan Juke. Проблеми со моторот и менувачот.", 1
"Chevrolet Aveo, broken axle, not roadworthy.", 1
"Prodavam Honda Accord za delovi. Zaden del osteen.", 1
"Продавам Renault Talisman. Колата има оштетувања на шасијата.", 1
"Volvo XC40, accident damage, only for parts.", 1
"Toyota C-HR, in perfect condition, no mechanical issues.", 0
"Prodavam Opel Insignia, motor i menjach top, nema nikakvi kvarovi.", 0
"Продавам Volkswagen Passat. Колата е во беспрекорна состојба.", 0
"Honda Accord, excellent working condition, no repairs needed.", 0
"Kolata e komplet ispravna, Mazda CX-30, sve e super.", 0
"Се продава Renault Koleos. Совршена состојба, подготвена за возење.", 0
"Chevrolet Suburban, no problems, runs like new.", 0
"Prodavam Suzuki Ignis, sve funkcionira, spremna za registracija.", 0
"Продавам Skoda Octavia. Моторот и менувачот се совршени.", 0
"Kia Carnival, no issues, ready to drive.", 0
"Kolata e vo top forma, Hyundai Santa Fe, nema nikakvi kvarovi.", 0
"Се продава Dacia Sandero. Одлична состојба, нема дефекти.", 0
"Ford Explorer, well-maintained, ready for the road.", 0
"Prodavam Audi Q3, komplet ispravna, nema nikakvi kvarovi.", 0
"Продавам Peugeot 5008. Совршена состојба, подготвена за регистрација.", 0
"Toyota Land Cruiser, fully operational, no issues.", 0
"Kolata e vo perfekcija, Nissan Qashqai, spremna za vozenje.", 0
"Се продава Honda CR-V. Колата е во одлична состојба.", 0
"BMW X6, no problems, runs smoothly and reliably.", 0
"Prodavam Renault Scenic, nema kvarovi, sve e super.", 0
"Продавам Mitsubishi Pajero. Колата е целосно исправна.", 0
"Chevrolet Captiva, excellent condition, no repairs needed.", 0
"Kolata e komplet ispravna, Volkswagen Golf 6, nema kvarovi.", 0
"Се продава Kia Soul. Подготвена за регистрација, без дефекти.", 0
"Hyundai Kona, no problems, excellent working condition.", 0
"Prodavam Opel Crossland X, sve raboti besprekorno.", 0
"Продавам Skoda Superb. Колата е во перфектна состојба.", 0
"Toyota Prius, no mechanical problems, ready to drive.", 0
"Kolata nema nikakvi kvarovi, Mazda 3, spremna za vozenje.", 0
"Се продава Renault Kadjar. Нема дефекти, одлична за возење.", 0
"Ford Fiesta, no issues, in excellent condition.", 0
"Prodavam Audi A4, sve funkcionira, nema nikakvi kvarovi.", 0
"Продавам Nissan X-Trail. Моторот и менувачот се во беспрекорна состојба.", 0
"Honda Jazz, fully functional, no damage at all.", 0
"Kolata e vo top forma, Volkswagen Tiguan, spremna za registracija.", 0
"Се продава Peugeot 207. Колата е подготвена за возење.", 0
"Chevrolet Impala, well-maintained, no repairs needed.", 0
"Prodavam Skoda Fabia, nema nikakvi defekti, sve funkcionira.", 0
"Продавам Kia Ceed. Совршена состојба, подготвена за патување.", 0
"BMW 3 Series, no issues, runs perfectly.", 0
"Toyota C-HR, damaged engine, selling for parts only.", 1
"Prodavam Opel Insignia za delovi. Menjachot ne funkcionira.", 1
"Продавам Volkswagen Passat. Колата има сериозни механички проблеми.", 1
"Honda Accord, rear-end collision, not drivable.", 1
"Kolata ima defekt, Mazda CX-30, problem so sistemot na gorivo.", 1
"Се продава Renault Koleos. Колата е удрена и не е возна.", 1
"Chevrolet Suburban, damaged in a crash, only for parts.", 1
"Prodavam Suzuki Ignis za delovi. Motorot ne raboti.", 1
"Продавам Skoda Octavia. Колата има сериозни оштетувања на менувачот.", 1
"Kia Carnival, accident damage, selling as parts only.", 1
"Kolata e osteena, Hyundai Santa Fe, nevoziva e.", 1
"Се продава Dacia Sandero. Колата има проблеми со моторот.", 1
"Ford Explorer, totaled in an accident, only for parts.", 1
"Prodavam Audi Q3 za delovi. Zaden del totalno osteen.", 1
"Продавам Peugeot 5008. Колата е оштетена во сообраќајка.", 1
"Toyota Land Cruiser, severe rust damage, not drivable.", 1
"Kolata ima mnogu problemi, Nissan Qashqai, nevoziva e.", 1
"Се продава Honda CR-V. Моторот не работи, само за делови.", 1
"BMW X6, accident damage, selling as parts only.", 1
"Prodavam Renault Scenic za delovi. Problem so elektronika.", 1
"Продавам Mitsubishi Pajero. Колата е оштетена од пожар.", 1
"Chevrolet Captiva, engine failure, selling for parts only.", 1
"Kolata ima problemi so menjachot, Volkswagen Golf 6.", 1
"Се продава Kia Soul. Колата е целосно оштетена од страна.", 1
"Hyundai Kona, broken suspension, not roadworthy.", 1
"Prodavam Opel Crossland X za delovi. Motorot ne pali.", 1
"Продавам Skoda Superb. Колата има дефекти на шасијата.", 1
"Toyota Prius, damaged in a crash, selling for parts.", 1
"Kolata ima problem so elektrika, Mazda 3, nevoziva e.", 1
"Се продава Renault Kadjar. Колата е удрена од предната страна.", 1
"Ford Fiesta, totaled in an accident, not drivable.", 1
"Prodavam Audi A4 za delovi. Motorot ne e vo funkcija.", 1
"Продавам Nissan X-Trail. Колата е сериозно оштетена.", 1
"Honda Jazz, front-end damage, only for parts.", 1
"Kolata ima problem so sistemot na kocenje, Volkswagen Tiguan.", 1
"Се продава Peugeot 207. Колата е неупотреблива.", 1
"Chevrolet Impala, broken axle, selling for parts only.", 1
"Prodavam Skoda Fabia za delovi. Zaden del osteen.", 1
"Продавам Kia Ceed. Колата е тотално оштетена во сообраќајка.", 1
"BMW 3 Series, engine failure, selling for parts only.", 1
"Toyota Fortuner, no issues, ready for use.", 0
"Prodavam Opel Zafira, motor i menjach vo perfekcija.", 0
"Продавам Volkswagen Golf 7. Колата е во одлична состојба.", 0
"Honda Civic, fully operational, no repairs needed.", 0
"Kolata e vo top forma, Mazda CX-5, spremna za vozenje.", 0
"Се продава Renault Laguna. Нема дефекти, моторот е одличен.", 0
"Chevrolet Malibu, perfect condition, no problems at all.", 0
"Prodavam Suzuki SX4, sve funkcionira, podgotvena za registracija.", 0
"Продавам Peugeot 308. Колата е нова и подготвена за возење.", 0
"Kia Stonic, fully functional, no mechanical issues.", 0
"Kolata e kompletno ispravna, Hyundai Tucson, sve raboti besprekorno.", 0
"Се продава Dacia Lodgy. Колата е целосно исправна.", 0
"Ford Ranger, no issues, runs perfectly.", 0
"Prodavam Audi A5, nema kvarovi, sve funkcionira perfektno.", 0
"Продавам Mitsubishi Outlander. Одлична состојба, подготвена за регистрација.", 0
"Toyota Corolla, excellent working condition, ready for use.", 0
"Kolata e vo perfekcija, Nissan Micra, spremna za registracija.", 0
"Се продава Honda City. Нема никакви проблеми.", 0
"BMW X5, no issues, ready for the road.", 0
"Prodavam Renault Megane, nema nikakvi kvarovi, sve funkcionira.", 0
"Продавам Skoda Rapid. Колата е подготвена за возење.", 0
"Chevrolet Cruze, excellent condition, no repairs needed.", 0
"Kolata nema nikakvi problemi, Volkswagen Passat CC, sve funkcionira.", 0
"Се продава Kia Picanto. Нема никакви дефекти.", 0
"Hyundai i30, no mechanical issues, runs perfectly.", 0
"Prodavam Opel Astra, komplet ispravna, sve raboti besprekorno.", 0
"Продавам Fiat Punto. Одлична состојба, подготвена за регистрација.", 0
"Toyota Yaris, fully operational, no damage at all.", 0
"Kolata e vo top sostojba, Mazda 6, spremna za vozenje.", 0
"Се продава Renault Fluence. Колата е целосно исправна.", 0
"Ford Focus, no problems, ready to drive.", 0
"Prodavam Audi Q5, sve funkcionira besprekorno.", 0
"Продавам Peugeot 208. Моторот и менувачот се беспрекорни.", 0
"Honda HR-V, excellent condition, no issues.", 0
"Kolata e kompletno ispravna, Volkswagen Polo, spremna za vozenje.", 0
"Се продава Skoda Yeti. Нема дефекти, подготвена за возење.", 0
"Chevrolet Trax, no issues, very reliable.", 0
"Prodavam Suzuki Vitara, kompletno ispravna, sve raboti perfektno.", 0
"Продавам Kia Rio. Одлична состојба, нема никакви оштетувања.", 0
"BMW 4 Series, runs perfectly, no mechanical problems.", 0
"Toyota Fortuner, front-end collision, selling for parts only.", 1
"Prodavam Opel Zafira za delovi. Menjachot ne raboti.", 1
"Продавам Volkswagen Golf 7. Колата е удрена и не е возна.", 1
"Honda Civic, engine failure, only for parts.", 1
"Kolata ima problem so oska, Mazda CX-5, nevoziva e.", 1
"Се продава Renault Laguna. Колата има механички дефекти.", 1
"Chevrolet Malibu, accident damage, selling for parts.", 1
"Prodavam Suzuki SX4 za delovi. Zaden del osteen.", 1
"Продавам Peugeot 308. Колата е оштетена во сообраќајка.", 1
"Kia Stonic, totaled, only for parts.", 1
"Kolata ima mnogu kvarovi, Hyundai Tucson, nevoziva e.", 1
"Се продава Dacia Lodgy. Колата е оштетена и не пали.", 1
"Ford Ranger, broken transmission, not drivable.", 1
"Prodavam Audi A5 za delovi. Problem so motorot.", 1
"Продавам Mitsubishi Outlander. Моторот не работи.", 1
"Toyota Corolla, engine and transmission failure, selling as parts.", 1
"Kolata ima mnogu kvarovi, Nissan Micra, samo za delovi.", 1
"Се продава Honda City. Предниот дел е целосно скршен.", 1
"BMW X5, accident damage, selling for parts.", 1
"Prodavam Renault Megane za delovi. Motorot ne raboti.", 1
"Продавам Skoda Rapid. Колата е сериозно оштетена.", 1
"Chevrolet Cruze, rear-end collision, only for parts.", 1
"Kolata ima defekti, Volkswagen Passat CC, nevoziva e.", 1
"Се продава Kia Picanto. Моторот не е во функција.", 1
"Hyundai i30, damaged chassis, not drivable.", 1
"Prodavam Opel Astra za delovi. Zaden del osteen.", 1
"Продавам Fiat Punto. Колата има оштетувања на шасијата.", 1
"Toyota Yaris, broken axle, selling for parts only.", 1
"Kolata ima problem so elektrika, Mazda 6, nevoziva e.", 1
"Се продава Renault Fluence. Моторот не работи.", 1
"Ford Focus, totaled in an accident, only for parts.", 1
"Prodavam Audi Q5 za delovi. Kolata ne pali.", 1
"Продавам Peugeot 208. Колата е оштетена од пожар.", 1
"Honda HR-V, front suspension broken, not roadworthy.", 1
"Kolata ima problem so menjachot, Volkswagen Polo.", 1
"Се продава Skoda Yeti. Задниот дел е целосно скршен.", 1
"Chevrolet Trax, engine failure, only for parts.", 1
"Prodavam Suzuki Vitara za delovi. Motorot ne raboti.", 1
"Продавам Kia Rio. Колата има проблеми со моторот.", 1
"BMW 4 Series, accident damage, selling for parts only.", 1
"Продавам Audi A6, моторот е совршен, нема никакви оштетувања и е подготвен за регистрација.",0
"Колата е во одлична состојба, Hyundai Tucson, нема дефекти и е редовно сервисирана.",0
"Продавам Skoda Octavia, целосно исправна, со документи и спремна за возење.",0
"Toyota RAV4, нема никакви механички проблеми, моторот е тивок и ефикасен.",0
"BMW X3 со нови гуми, моторот е совршен и нема потреба од поправки.",0
"Mazda CX-5 2018, low mileage, runs perfectly, clean interior, and recently inspected.",0
"Renault Koleos, автомобилот е чист и без удари, спремен за продажба.",0
"Prodavam Skoda Fabia, nema problemi, motorot e super i podgotven za vozenje.",0
"Kolata e vo top sostojba, Renault Kadjar, odlicen enterier i niska kilometraza.",0
"Toyota Corolla 2021, in pristine condition. No scratches, dents, or repairs needed.",0
"Audi Q5, rear-end damage from a collision, trunk misaligned, bumper broken, and not roadworthy until repaired.",1
"Mazda 6, transmission failure, rear-end damage, bumper broken, and car cannot shift gears without immediate repair.",1
"Volkswagen Tiguan, severe rear-end collision, trunk bent, exhaust system broken, and suspension damaged heavily.",1
"Renault Koleos, airbags deployed after crash, front-end heavily damaged, engine intact but car not drivable.",1
"Chevrolet Equinox, water-damaged electronics, partially functional engine, not suitable for driving as-is.",1
"Ford Fiesta, engine overheated, cracked block detected, and car not functional. Selling for spares only.",1
"Skoda Octavia, broken transmission, loud knocking from engine, undrivable as it struggles to maintain power safely.",1
"Hyundai Tucson, engine failure after overheating, radiator damaged, and car no longer starts after repeated attempts.",1
"Kia Rio 2019, totaled in an accident. Severe front-end damage, crushed hood, and broken headlights. Selling for parts.",1
"BMW 5 Series, rear suspension damaged, alignment issues, car wobbles while driving, and requires immediate attention.",1
"Toyota Corolla 2018, no issues, smooth ride, well-maintained, serviced recently, and ready for immediate registration.", 0
"Продавам Skoda Octavia. Совршен мотор, без удари, редовно сервисирана, и подготвена за долги патувања.", 0
"Mazda CX-5 2020, odlicen enterier, bez problem, niska kilometraza i podgotvena za sekojdenevno vozenje.", 0
"Ford Fiesta, rear-end damage, bumper crushed, and trunk jammed. Engine still functional but needs inspection.", 1
"Hyundai Tucson, radiator leak, overheated engine, front-end collision, and hood severely damaged.", 1
"Renault Kadjar 2019, spacious interior, clean title, accident-free, serviced last month, and ready for city driving.", 0
"BMW X3, severe transmission failure, loud noises from the gearbox, and vehicle stalls after starting.", 1
"Продажба на Volkswagen Golf 7. Ентериерот е чист, моторот работи перфектно, нема никакви дефекти.", 0
"Nissan Juke 2017, compact and reliable SUV, low fuel consumption, no accidents, and smooth handling.", 0
"Audi A6, hit in the front, cracked radiator, airbag deployed, and selling as-is for parts or repair.", 1
"Prodavam Toyota RAV4, nema udari, motor i menjac vo odlicna sostojba, podgotvena za vozenje.", 0
"Chevrolet Cruze, flood damage, electrical system failure, and engine starts but stalls within minutes.", 1
"Skoda Superb, одличен семеен автомобил, со одлична потрошувачка, редовно одржуван и спремен за регистрација.", 0
"Mazda 6, broken axle, frame misaligned, and rear suspension heavily damaged from a collision.", 1
"Honda Civic 2020, fresh inspection, no scratches, accident-free, smooth engine, and zero pending repairs.", 0
"Volkswagen Passat, rear-end collision, trunk crushed, bumper torn, and selling for parts only.", 1
"Nissan Leaf, електричен автомобил без дефекти, нови гуми, совршен за градски услови.", 0
"Opel Astra, pothole damage, bent rear axle, and car wobbles dangerously while driving.", 1
"Kia Sportage, нема никакви механички проблеми, ново сервисирано и подготвено за долги патувања.", 0
"Ford Escape, front-end collision, hood bent, radiator leaking, and engine in need of a full rebuild.", 1
"Hyundai Elantra 2020, smooth engine, clean interior, accident-free, and ready for registration and use.", 0
"Продавам Audi Q3. Возилото е во одлична состојба, нема дефекти и е ново сервисирано.", 0
"Mazda CX-3, niska potrosuvacka, bez udari, sve raboti odlicno, podgotvena za dolgi patuvanja.", 0
"Ford Focus, overheated engine, cracked block, radiator leaking, and engine no longer starts.", 1
"Renault Talisman, hit on the side, frame bent, passenger doors jammed, and selling as-is for parts.", 1
"Toyota Highlander 2019, clean car, no mechanical issues, serviced last week, and ready for inspection.", 0
"Chevrolet Malibu, flood-damaged electronics, dashboard flickering, and engine starts but shuts off immediately.", 1
"BMW 7 Series, одличен луксузен автомобил, без оштетувања, нови гуми и совршен мотор.", 0
"Prodavam Skoda Scala, motorot raboti besprekorno, nema udari, idealna za gradski i dolgi patišta.", 0
"Nissan Rogue, severe front-end damage, hood crushed, headlights broken, and airbags deployed.", 1
"Volkswagen Polo, compact and economical car, zero issues, clean title, and smooth transmission.", 0
"Mazda 3, cracked windshield, broken suspension, and rear axle bent after a recent accident.", 1
"Toyota Prius, хибриден мотор во одлична состојба, редовно сервисирана и без никакви дефекти.", 0
"Ford Fiesta, minor crash, front bumper dented, and radiator leaking. Needs repair before driving.", 1
"Kia Rio, reliable small car, accident-free, low fuel consumption, and fully roadworthy and inspected.", 0
"Audi A4, engine failure, loud knocking noise, gearbox slipping, and car sold as-is for spares.", 1
"Renault Clio, nema nikakvi problem, nova servisirana, motorot raboti tivo, i podgotvena za registracija.", 0
"Hyundai Tucson, transmission failure, loud noise when shifting, and car cannot move without repair.", 1
"Honda Accord 2018, no dents or scratches, clean title, smooth engine, and ready for a long trip.", 0
"Skoda Karoq, rear-end collision, trunk misaligned, bumper damaged, and car sold for parts only.", 1